1553045093 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1553068799 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1553137271 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1553145471 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1553420453 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1553573395 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1553677784 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1553678155 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1553871184 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1553953782 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1554130811 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1554202083 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1554206847 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1554298861 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1554388164 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1554533371 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1554644966 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1554708797 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1554734523 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1555139600 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1555313083 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1555553989 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1555573058 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1556028775 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1556029033 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1556031023 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1556079556 24 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
1556507637 25 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
1556508058 26 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
1556508442 27 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
1556515418 27 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
1556547500 27 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
1557048579 27 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1557048629 27 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
1557061851 27 0 1 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0
1557131561 27 0 1 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0
1557191828 27 0 2 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0
1557195572 28 0 2 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0
1557197472 29 0 2 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0
1557211935 29 0 2 0 0 0 0 0 0 0 5 0 0 0 0 0 1 0 0 0
1557212290 29 0 2 0 0 0 0 0 0 0 6 0 0 0 0 0 1 0 0 0
1557212676 29 0 2 0 0 0 0 0 0 0 7 0 0 0 0 0 1 0 0 0
1557228658 29 0 3 0 0 0 0 0 0 0 7 0 0 0 0 0 1 0 0 0
1557228680 29 0 4 0 0 0 0 0 0 0 7 0 0 0 0 0 1 0 0 0
1557278885 29 0 5 0 0 0 0 0 0 0 7 0 0 0 0 0 1 0 0 0
1557278906 29 0 6 0 0 0 0 0 0 0 7 0 0 0 0 0 1 0 0 0
1557280325 30 0 6 0 0 0 0 0 0 0 7 0 0 0 0 0 1 0 0 0
1557280337 31 0 6 0 0 0 0 0 0 0 7 0 0 0 0 0 1 0 0 0
1557281258 31 0 6 0 0 0 0 0 0 0 7 0 0 0 0 0 2 0 0 0
1557304130 31 0 7 0 0 0 0 0 0 0 7 0 0 0 0 0 2 0 0 0
1557304139 31 0 8 0 0 0 0 0 0 0 7 0 0 0 0 0 2 0 0 0
1557321336 31 0 8 0 0 0 0 0 0 0 8 0 0 0 0 0 2 0 0 0
1557382235 32 0 8 0 0 0 0 0 0 0 8 0 0 0 0 0 2 0 0 0
1557386510 33 0 8 0 0 0 0 0 0 0 8 0 0 0 0 0 2 0 0 0
1557386882 34 0 8 0 0 0 0 0 0 0 8 0 0 0 0 0 2 0 0 0
1557386927 35 0 8 0 0 0 0 0 0 0 8 0 0 0 0 0 2 0 0 0
1557387088 35 0 8 0 0 0 0 0 0 0 9 0 0 0 0 0 2 0 0 0
1557387367 35 0 8 0 0 0 0 0 0 0 10 0 0 0 0 0 2 0 0 0
1557387997 35 0 8 0 0 0 0 0 0 0 10 0 0 0 0 0 3 0 0 0
1557388013 35 0 8 0 0 0 0 0 0 0 10 0 0 0 0 0 4 0 0 0
1557390997 36 0 8 0 0 0 0 0 0 0 10 0 0 0 0 0 4 0 0 0
1557391496 36 0 8 0 0 0 0 0 0 0 11 0 0 0 0 0 4 0 0 0
1557391676 36 0 8 0 0 0 0 0 0 0 11 0 0 0 0 0 5 0 0 0
